original_image_id,file_name,height,width,timestamp,viewpoint,original_whale_id,original_encounter_id,image_id,date,whale_id,encounter_id,path,local_raw_path,local_final_path
4765,7e9b6bc5.jpg,487,180,2019-08-31 20:52:59,top,97,1972,train0013,2019-08-31,whale013,whale013-000,images/train0013.jpg,data/raw/dataset_v2/images/7e9b6bc5.jpg,data/final/public/images/train0013.jpg
7365,c1ce1303.jpg,365,139,2019-08-31 20:55:28,top,402,1981,train0014,2019-08-31,whale014,whale014-000,images/train0014.jpg,data/raw/dataset_v2/images/c1ce1303.jpg,data/final/public/images/train0014.jpg
4286,71c6b70d.jpg,592,196,2019-08-29 13:22:50,top,615,1786,train0015,2019-08-29,whale015,whale015-000,images/train0015.jpg,data/raw/dataset_v2/images/71c6b70d.jpg,data/final/public/images/train0015.jpg
1011,1b7a220f.jpg,364,144,2017-08-04 20:49:10,top,497,181,train0016,2017-08-04,whale016,whale016-000,images/train0016.jpg,data/raw/dataset_v2/images/1b7a220f.jpg,data/final/public/images/train0016.jpg
0485,0d884d33.jpg,359,127,2017-08-05 21:23:43,top,403,536,train0017,2017-08-05,whale017,whale017-000,images/train0017.jpg,data/raw/dataset_v2/images/0d884d33.jpg,data/final/public/images/train0017.jpg
4892,81bdcced.jpg,554,462,2017-08-05 00:00:00,top,462,526,train0018,2017-08-05,whale018,whale018-000,images/train0018.jpg,data/raw/dataset_v2/images/81bdcced.jpg,data/final/public/images/train0018.jpg
5326,8cc6bf9f.jpg,526,185,2019-08-29 13:17:51,top,153,1789,train0019,2019-08-29,whale010,whale010-001,images/train0019.jpg,data/raw/dataset_v2/images/8cc6bf9f.jpg,data/final/public/images/train0019.jpg
0185,04ec6d12.jpg,458,119,2017-08-03 18:36:52,top,706,42,train0020,2017-08-03,whale019,whale019-000,images/train0020.jpg,data/raw/dataset_v2/images/04ec6d12.jpg,data/final/public/images/train0020.jpg
7430,c3f1c8d2.jpg,307,120,2017-08-05 22:45:55,top,424,485,train0021,2017-08-05,whale020,whale020-000,images/train0021.jpg,data/raw/dataset_v2/images/c3f1c8d2.jpg,data/final/public/images/train0021.jpg
2323,3ca1221f.jpg,575,202,2018-08-29 22:40:34,top,858,1441,train0022,2018-08-29,whale021,whale021-000,images/train0022.jpg,data/raw/dataset_v2/images/3ca1221f.jpg,data/final/public/images/train0022.jpg
8845,e91e7f3f.jpg,560,198,2019-08-28 12:44:31,top,837,1736,train0023,2019-08-28,whale022,whale022-000,images/train0023.jpg,data/raw/dataset_v2/images/e91e7f3f.jpg,data/final/public/images/train0023.jpg
4034,6ae34b61.jpg,545,258,2018-08-09 18:54:11,top,837,1183,train0024,2018-08-09,whale022,whale022-001,images/train0024.jpg,data/raw/dataset_v2/images/6ae34b61.jpg,data/final/public/images/train0024.jpg
2909,4cba9521.jpg,676,224,2017-08-04 21:00:09,top,237,238,train0025,2017-08-04,whale023,whale023-000,images/train0025.jpg,data/raw/dataset_v2/images/4cba9521.jpg,data/final/public/images/train0025.jpg
4231,7023591b.jpg,385,106,2019-08-29 13:08:21,top,1198,1784,train0026,2019-08-29,whale024,whale024-000,images/train0026.jpg,data/raw/dataset_v2/images/7023591b.jpg,data/final/public/images/train0026.jpg
4963,837c3d26.jpg,585,213,2018-08-25 22:05:30,top,821,1330,train0027,2018-08-25,whale025,whale025-000,images/train0027.jpg,data/raw/dataset_v2/images/837c3d26.jpg,data/final/public/images/train0027.jpg
3287,576f6b5b.jpg,433,91,2018-08-10 22:42:38,top,783,1242,train0028,2018-08-10,whale026,whale026-000,images/train0028.jpg,data/raw/dataset_v2/images/576f6b5b.jpg,data/final/public/images/train0028.jpg
1635,2ac53fc3.jpg,389,148,2019-08-26 09:36:05,top,39,1565,train0029,2019-08-26,whale027,whale027-000,images/train0029.jpg,data/raw/dataset_v2/images/2ac53fc3.jpg,data/final/public/images/train0029.jpg
4064,6bcee9d9.jpg,259,102,2019-08-26 10:08:14,top,40,1566,train0030,2019-08-26,whale008,whale008-001,images/train0030.jpg,data/raw/dataset_v2/images/6bcee9d9.jpg,data/final/public/images/train0030.jpg
2886,4c3d0b21.jpg,633,220,2018-08-25 22:22:48,top,173,1344,train0031,2018-08-25,whale028,whale028-000,images/train0031.jpg,data/raw/dataset_v2/images/4c3d0b21.jpg,data/final/public/images/train0031.jpg
1581,29719ad6.jpg,517,169,2018-08-10 23:11:57,top,615,1245,train0032,2018-08-10,whale015,whale015-001,images/train0032.jpg,data/raw/dataset_v2/images/29719ad6.jpg,data/final/public/images/train0032.jpg
7269,bf641982.jpg,655,212,2018-08-30 00:52:33,top,435,1467,train0033,2018-08-30,whale029,whale029-000,images/train0033.jpg,data/raw/dataset_v2/images/bf641982.jpg,data/final/public/images/train0033.jpg
6933,b79cfe2c.jpg,479,167,2019-08-05 18:14:55,top,1063,1538,train0034,2019-08-05,whale030,whale030-000,images/train0034.jpg,data/raw/dataset_v2/images/b79cfe2c.jpg,data/final/public/images/train0034.jpg
6657,b069d4a1.jpg,775,286,2017-08-19 19:56:43,top,148,940,train0035,2017-08-19,whale031,whale031-000,images/train0035.jpg,data/raw/dataset_v2/images/b069d4a1.jpg,data/final/public/images/train0035.jpg
1752,2dbc3b5a.jpg,547,162,2019-08-28 12:42:42,top,1139,1755,train0036,2019-08-28,whale032,whale032-000,images/train0036.jpg,data/raw/dataset_v2/images/2dbc3b5a.jpg,data/final/public/images/train0036.jpg
7682,caa69092.jpg,431,167,2019-08-30 15:07:16,top,1147,1913,train0037,2019-08-30,whale033,whale033-000,images/train0037.jpg,data/raw/dataset_v2/images/caa69092.jpg,data/final/public/images/train0037.jpg
5289,8be4eb96.jpg,414,108,2017-08-07 19:58:12,top,681,707,train0038,2017-08-07,whale034,whale034-000,images/train0038.jpg,data/raw/dataset_v2/images/8be4eb96.jpg,data/final/public/images/train0038.jpg
5253,8b03cba7.jpg,449,137,2019-08-26 10:31:48,top,434,1580,train0039,2019-08-26,whale035,whale035-000,images/train0039.jpg,data/raw/dataset_v2/images/8b03cba7.jpg,data/final/public/images/train0039.jpg
3486,5d0c33cc.jpg,577,116,2019-08-26 09:36:05,top,457,1567,train0040,2019-08-26,whale036,whale036-000,images/train0040.jpg,data/raw/dataset_v2/images/5d0c33cc.jpg,data/final/public/images/train0040.jpg
5699,965efe74.jpg,490,185,2019-08-29 13:18:45,top,153,1789,train0041,2019-08-29,whale010,whale010-001,images/train0041.jpg,data/raw/dataset_v2/images/965efe74.jpg,data/final/public/images/train0041.jpg
1483,27313add.jpg,468,159,2019-08-28 12:25:53,top,169,1732,train0042,2019-08-28,whale037,whale037-000,images/train0042.jpg,data/raw/dataset_v2/images/27313add.jpg,data/final/public/images/train0042.jpg
2515,4180914a.jpg,526,182,2017-08-05 22:35:36,top,263,473,train0043,2017-08-05,whale038,whale038-000,images/train0043.jpg,data/raw/dataset_v2/images/4180914a.jpg,data/final/public/images/train0043.jpg
0750,14a2880b.jpg,320,140,2017-08-07 22:45:32,top,422,692,train0044,2017-08-07,whale039,whale039-000,images/train0044.jpg,data/raw/dataset_v2/images/14a2880b.jpg,data/final/public/images/train0044.jpg
4783,7f0f9bbc.jpg,133,53,2019-08-29 14:51:00,top,1219,1817,train0045,2019-08-29,whale040,whale040-000,images/train0045.jpg,data/raw/dataset_v2/images/7f0f9bbc.jpg,data/final/public/images/train0045.jpg
2933,4d2fb07b.jpg,497,155,2018-08-08 18:48:02,top,135,1109,train0046,2018-08-08,whale041,whale041-000,images/train0046.jpg,data/raw/dataset_v2/images/4d2fb07b.jpg,data/final/public/images/train0046.jpg
5232,8a732088.jpg,384,134,2018-08-30 00:12:08,top,880,1477,train0047,2018-08-30,whale042,whale042-000,images/train0047.jpg,data/raw/dataset_v2/images/8a732088.jpg,data/final/public/images/train0047.jpg
0986,1afdb000.jpg,261,125,2018-08-09 00:10:03,top,746,1141,train0048,2018-08-09,whale043,whale043-000,images/train0048.jpg,data/raw/dataset_v2/images/1afdb000.jpg,data/final/public/images/train0048.jpg
4440,756ae393.jpg,269,128,2017-08-07 22:13:17,top,59,687,train0049,2017-08-07,whale044,whale044-000,images/train0049.jpg,data/raw/dataset_v2/images/756ae393.jpg,data/final/public/images/train0049.jpg
9547,fcdc6169.jpg,311,124,2019-08-28 12:31:31,top,1129,1739,train0050,2019-08-28,whale045,whale045-000,images/train0050.jpg,data/raw/dataset_v2/images/fcdc6169.jpg,data/final/public/images/train0050.jpg
3957,68e7281b.jpg,427,136,2017-08-04 20:47:14,top,515,195,train0051,2017-08-04,whale046,whale046-000,images/train0051.jpg,data/raw/dataset_v2/images/68e7281b.jpg,data/final/public/images/train0051.jpg
3313,583d1186.jpg,422,165,2019-08-05 18:15:46,top,1063,1538,train0052,2019-08-05,whale030,whale030-000,images/train0052.jpg,data/raw/dataset_v2/images/583d1186.jpg,data/final/public/images/train0052.jpg
4322,72c0d396.jpg,488,189,2017-08-24 21:07:35,top,68,1056,train0053,2017-08-24,whale047,whale047-000,images/train0053.jpg,data/raw/dataset_v2/images/72c0d396.jpg,data/final/public/images/train0053.jpg
8857,e973965d.jpg,243,117,2017-08-23 00:43:07,top,46,1017,train0054,2017-08-23,whale048,whale048-000,images/train0054.jpg,data/raw/dataset_v2/images/e973965d.jpg,data/final/public/images/train0054.jpg
8954,ec306f6e.jpg,457,170,2019-08-30 14:46:53,top,1146,1908,train0055,2019-08-30,whale049,whale049-000,images/train0055.jpg,data/raw/dataset_v2/images/ec306f6e.jpg,data/final/public/images/train0055.jpg
1102,1d60ca5d.jpg,299,97,2019-08-29 12:55:35,top,811,1772,train0056,2019-08-29,whale050,whale050-000,images/train0056.jpg,data/raw/dataset_v2/images/1d60ca5d.jpg,data/final/public/images/train0056.jpg
8030,d3d0da70.jpg,302,79,2019-08-05 17:50:48,top,492,1546,train0057,2019-08-05,whale012,whale012-001,images/train0057.jpg,data/raw/dataset_v2/images/d3d0da70.jpg,data/final/public/images/train0057.jpg
2414,3f0038f5.jpg,321,75,2019-08-29 13:08:37,top,1198,1784,train0058,2019-08-29,whale024,whale024-000,images/train0058.jpg,data/raw/dataset_v2/images/3f0038f5.jpg,data/final/public/images/train0058.jpg
1229,208738ab.jpg,349,128,2017-08-04 20:48:13,top,523,201,train0059,2017-08-04,whale051,whale051-000,images/train0059.jpg,data/raw/dataset_v2/images/208738ab.jpg,data/final/public/images/train0059.jpg
5152,8860e7e6.jpg,306,140,2018-08-08 23:50:12,top,729,1125,train0060,2018-08-08,whale052,whale052-000,images/train0060.jpg,data/raw/dataset_v2/images/8860e7e6.jpg,data/final/public/images/train0060.jpg
6598,aebc5507.jpg,556,177,2019-08-28 12:42:28,top,874,1748,train0061,2019-08-28,whale053,whale053-000,images/train0061.jpg,data/raw/dataset_v2/images/aebc5507.jpg,data/final/public/images/train0061.jpg
4225,6ff7d694.jpg,377,166,2017-08-19 19:50:07,top,115,974,train0062,2017-08-19,whale054,whale054-000,images/train0062.jpg,data/raw/dataset_v2/images/6ff7d694.jpg,data/final/public/images/train0062.jpg
7059,baadf0fe.jpg,302,93,2019-08-26 09:35:15,top,40,1566,train0063,2019-08-26,whale008,whale008-001,images/train0063.jpg,data/raw/dataset_v2/images/baadf0fe.jpg,data/final/public/images/train0063.jpg
6341,a859e30b.jpg,452,183,2017-08-19 21:43:41,top,287,880,train0064,2017-08-19,whale055,whale055-000,images/train0064.jpg,data/raw/dataset_v2/images/a859e30b.jpg,data/final/public/images/train0064.jpg
5700,966384d5.jpg,392,118,2019-08-26 10:34:30,top,225,1625,train0065,2019-08-26,whale056,whale056-000,images/train0065.jpg,data/raw/dataset_v2/images/966384d5.jpg,data/final/public/images/train0065.jpg
3192,54c5acdd.jpg,573,3074,2017-08-07 22:41:45,left,251,616,train0066,2017-08-07,whale057,whale057-000,images/train0066.jpg,data/raw/dataset_v2/images/54c5acdd.jpg,data/final/public/images/train0066.jpg
4815,7fd6888e.jpg,232,991,2017-08-07 19:43:49,right,643,585,train0067,2017-08-07,whale058,whale058-000,images/train0067.jpg,data/raw/dataset_v2/images/7fd6888e.jpg,data/final/public/images/train0067.jpg
5579,9307a0bb.jpg,429,130,2018-08-30 00:28:20,top,144,1454,train0068,2018-08-30,whale059,whale059-000,images/train0068.jpg,data/raw/dataset_v2/images/9307a0bb.jpg,data/final/public/images/train0068.jpg
7728,cbac4946.jpg,622,210,2017-08-07 20:36:52,top,383,650,train0069,2017-08-07,whale003,whale003-000,images/train0069.jpg,data/raw/dataset_v2/images/cbac4946.jpg,data/final/public/images/train0069.jpg
1245,21165c52.jpg,684,193,2018-08-09 19:10:10,top,831,1166,train0070,2018-08-09,whale060,whale060-000,images/train0070.jpg,data/raw/dataset_v2/images/21165c52.jpg,data/final/public/images/train0070.jpg
0542,0f526f60.jpg,655,217,2018-08-09 19:09:25,top,142,1182,train0071,2018-08-09,whale061,whale061-000,images/train0071.jpg,data/raw/dataset_v2/images/0f526f60.jpg,data/final/public/images/train0071.jpg
6148,a2e991a5.jpg,413,127,2019-08-29 14:03:44,top,139,1791,train0072,2019-08-29,whale062,whale062-000,images/train0072.jpg,data/raw/dataset_v2/images/a2e991a5.jpg,data/final/public/images/train0072.jpg
9120,f0bce2c7.jpg,267,1056,2017-08-04 19:37:58,right,409,137,train0073,2017-08-04,whale063,whale063-000,images/train0073.jpg,data/raw/dataset_v2/images/f0bce2c7.jpg,data/final/public/images/train0073.jpg
1377,2482583a.jpg,394,161,2017-08-06 20:23:40,top,6,570,train0074,2017-08-06,whale064,whale064-000,images/train0074.jpg,data/raw/dataset_v2/images/2482583a.jpg,data/final/public/images/train0074.jpg
7381,c237cdf1.jpg,297,75,2019-08-31 20:43:59,top,434,1967,train0075,2019-08-31,whale035,whale035-001,images/train0075.jpg,data/raw/dataset_v2/images/c237cdf1.jpg,data/final/public/images/train0075.jpg
6500,ac4e7477.jpg,382,2151,2017-08-07 22:09:26,left,188,607,train0076,2017-08-07,whale065,whale065-000,images/train0076.jpg,data/raw/dataset_v2/images/ac4e7477.jpg,data/final/public/images/train0076.jpg
6486,ac091d3d.jpg,483,131,2019-08-29 13:08:03,top,867,1788,train0077,2019-08-29,whale066,whale066-000,images/train0077.jpg,data/raw/dataset_v2/images/ac091d3d.jpg,data/final/public/images/train0077.jpg
0570,1026b0f8.jpg,500,187,2019-08-26 10:31:54,top,124,1611,train0078,2019-08-26,whale067,whale067-000,images/train0078.jpg,data/raw/dataset_v2/images/1026b0f8.jpg,data/final/public/images/train0078.jpg
8725,e5def7d2.jpg,274,114,2017-08-03 17:39:36,top,82,62,train0079,2017-08-03,whale068,whale068-000,images/train0079.jpg,data/raw/dataset_v2/images/e5def7d2.jpg,data/final/public/images/train0079.jpg
6707,b19418f2.jpg,512,155,2019-07-30 20:03:28,top,511,1957,train0080,2019-07-30,whale069,whale069-000,images/train0080.jpg,data/raw/dataset_v2/images/b19418f2.jpg,data/final/public/images/train0080.jpg
3960,690a3ad3.jpg,396,105,2019-08-29 13:08:07,top,1198,1784,train0081,2019-08-29,whale024,whale024-000,images/train0081.jpg,data/raw/dataset_v2/images/690a3ad3.jpg,data/final/public/images/train0081.jpg
3749,63d3c486.jpg,500,191,2018-08-10 21:48:47,top,802,1214,train0082,2018-08-10,whale070,whale070-000,images/train0082.jpg,data/raw/dataset_v2/images/63d3c486.jpg,data/final/public/images/train0082.jpg
1727,2d1b7d69.jpg,712,255,2018-08-25 22:50:57,top,97,1337,train0083,2018-08-25,whale013,whale013-001,images/train0083.jpg,data/raw/dataset_v2/images/2d1b7d69.jpg,data/final/public/images/train0083.jpg
3084,50e203fa.jpg,853,260,2018-08-09 00:25:03,top,733,1128,train0084,2018-08-09,whale071,whale071-000,images/train0084.jpg,data/raw/dataset_v2/images/50e203fa.jpg,data/final/public/images/train0084.jpg
8444,de3ea799.jpg,726,232,2018-08-08 18:57:31,top,130,1111,train0085,2018-08-08,whale072,whale072-000,images/train0085.jpg,data/raw/dataset_v2/images/de3ea799.jpg,data/final/public/images/train0085.jpg
5566,92bb82de.jpg,457,161,2019-08-30 15:06:40,top,1147,1913,train0086,2019-08-30,whale033,whale033-000,images/train0086.jpg,data/raw/dataset_v2/images/92bb82de.jpg,data/final/public/images/train0086.jpg
7572,c77fa1b7.jpg,418,164,2019-08-30 15:08:17,top,1147,1913,train0087,2019-08-30,whale033,whale033-000,images/train0087.jpg,data/raw/dataset_v2/images/c77fa1b7.jpg,data/final/public/images/train0087.jpg
1204,1ff18bff.jpg,601,224,2018-08-30 00:29:28,top,303,1482,train0088,2018-08-30,whale073,whale073-000,images/train0088.jpg,data/raw/dataset_v2/images/1ff18bff.jpg,data/final/public/images/train0088.jpg
5185,89215d10.jpg,257,100,2019-08-28 12:43:44,top,1138,1749,train0089,2019-08-28,whale074,whale074-000,images/train0089.jpg,data/raw/dataset_v2/images/89215d10.jpg,data/final/public/images/train0089.jpg
7248,beee6427.jpg,504,218,2018-08-30 00:24:59,top,873,1479,train0090,2018-08-30,whale075,whale075-000,images/train0090.jpg,data/raw/dataset_v2/images/beee6427.jpg,data/final/public/images/train0090.jpg
4687,7c1cf7f8.jpg,380,155,2019-08-05 18:13:56,top,1071,1559,train0091,2019-08-05,whale076,whale076-000,images/train0091.jpg,data/raw/dataset_v2/images/7c1cf7f8.jpg,data/final/public/images/train0091.jpg
1116,1ddf973a.jpg,754,285,2018-08-29 23:58:19,top,867,1464,train0092,2018-08-29,whale066,whale066-001,images/train0092.jpg,data/raw/dataset_v2/images/1ddf973a.jpg,data/final/public/images/train0092.jpg
7651,c9ce992c.jpg,299,132,2019-08-31 23:34:23,top,98,2002,train0093,2019-08-31,whale077,whale077-000,images/train0093.jpg,data/raw/dataset_v2/images/c9ce992c.jpg,data/final/public/images/train0093.jpg
8517,dfd8755e.jpg,347,176,2017-08-04 00:00:00,top,156,279,train0094,2017-08-04,whale078,whale078-000,images/train0094.jpg,data/raw/dataset_v2/images/dfd8755e.jpg,data/final/public/images/train0094.jpg
8644,e32c68d3.jpg,371,144,2018-08-25 23:02:54,top,907,1356,train0095,2018-08-25,whale079,whale079-000,images/train0095.jpg,data/raw/dataset_v2/images/e32c68d3.jpg,data/final/public/images/train0095.jpg
5047,85b58f64.jpg,392,2079,2017-08-05 21:24:33,left,38,390,train0096,2017-08-05,whale080,whale080-000,images/train0096.jpg,data/raw/dataset_v2/images/85b58f64.jpg,data/final/public/images/train0096.jpg
6084,a1025fa6.jpg,474,145,2017-08-07 20:38:23,top,549,651,train0097,2017-08-07,whale081,whale081-000,images/train0097.jpg,data/raw/dataset_v2/images/a1025fa6.jpg,data/final/public/images/train0097.jpg
7768,cc9967c9.jpg,528,170,2019-08-29 13:18:06,top,653,1793,train0098,2019-08-29,whale082,whale082-000,images/train0098.jpg,data/raw/dataset_v2/images/cc9967c9.jpg,data/final/public/images/train0098.jpg
8372,dc8ed47a.jpg,288,1527,2017-08-04 20:56:51,left,554,101,train0099,2017-08-04,whale083,whale083-000,images/train0099.jpg,data/raw/dataset_v2/images/dc8ed47a.jpg,data/final/public/images/train0099.jpg
7607,c8aa12eb.jpg,418,138,2017-08-07 20:25:22,top,631,638,train0100,2017-08-07,whale084,whale084-000,images/train0100.jpg,data/raw/dataset_v2/images/c8aa12eb.jpg,data/final/public/images/train0100.jpg
6802,b416873e.jpg,639,215,2018-08-30 00:16:17,top,874,1481,train0101,2018-08-30,whale053,whale053-001,images/train0101.jpg,data/raw/dataset_v2/images/b416873e.jpg,data/final/public/images/train0101.jpg
7011,b97bb860.jpg,344,99,2018-08-10 21:16:54,top,492,1204,train0102,2018-08-10,whale012,whale012-000,images/train0102.jpg,data/raw/dataset_v2/images/b97bb860.jpg,data/final/public/images/train0102.jpg
7881,d0060554.jpg,367,135,2019-08-26 11:50:47,top,1119,1684,train0103,2019-08-26,whale085,whale085-000,images/train0103.jpg,data/raw/dataset_v2/images/d0060554.jpg,data/final/public/images/train0103.jpg
3492,5d424b04.jpg,263,120,2019-08-30 15:20:32,top,1152,1902,train0104,2019-08-30,whale086,whale086-000,images/train0104.jpg,data/raw/dataset_v2/images/5d424b04.jpg,data/final/public/images/train0104.jpg
1743,2d94b65a.jpg,470,178,2018-08-28 02:27:05,top,816,1384,train0105,2018-08-28,whale087,whale087-000,images/train0105.jpg,data/raw/dataset_v2/images/2d94b65a.jpg,data/final/public/images/train0105.jpg
4344,7329d3c7.jpg,289,121,2018-08-30 00:41:37,top,883,1494,train0106,2018-08-30,whale088,whale088-000,images/train0106.jpg,data/raw/dataset_v2/images/7329d3c7.jpg,data/final/public/images/train0106.jpg
1203,1ff1127f.jpg,331,102,2019-08-05 16:40:00,top,1044,1525,train0107,2019-08-05,whale089,whale089-000,images/train0107.jpg,data/raw/dataset_v2/images/1ff1127f.jpg,data/final/public/images/train0107.jpg
1080,1ce30092.jpg,184,1221,2017-08-05 22:45:46,left,325,353,train0108,2017-08-05,whale090,whale090-000,images/train0108.jpg,data/raw/dataset_v2/images/1ce30092.jpg,data/final/public/images/train0108.jpg
2831,4ab52db2.jpg,583,174,2018-08-10 23:26:24,top,225,1265,train0109,2018-08-10,whale056,whale056-001,images/train0109.jpg,data/raw/dataset_v2/images/4ab52db2.jpg,data/final/public/images/train0109.jpg
3739,639ef1eb.jpg,287,1663,2017-08-07 20:34:38,right,67,578,train0110,2017-08-07,whale091,whale091-000,images/train0110.jpg,data/raw/dataset_v2/images/639ef1eb.jpg,data/final/public/images/train0110.jpg
6247,a5bf1092.jpg,667,234,2017-08-19 20:07:09,top,144,942,train0111,2017-08-19,whale059,whale059-001,images/train0111.jpg,data/raw/dataset_v2/images/a5bf1092.jpg,data/final/public/images/train0111.jpg
0893,188c6b9a.jpg,387,143,2018-08-28 02:17:42,top,812,1402,train0112,2018-08-28,whale092,whale092-000,images/train0112.jpg,data/raw/dataset_v2/images/188c6b9a.jpg,data/final/public/images/train0112.jpg
0256,0719a507.jpg,487,144,2018-08-10 22:45:25,top,615,1245,train0113,2018-08-10,whale015,whale015-001,images/train0113.jpg,data/raw/dataset_v2/images/0719a507.jpg,data/final/public/images/train0113.jpg
5782,98cdf2bc.jpg,409,160,2019-08-29 13:08:12,top,162,1790,train0114,2019-08-29,whale093,whale093-000,images/train0114.jpg,data/raw/dataset_v2/images/98cdf2bc.jpg,data/final/public/images/train0114.jpg
1295,2262ccea.jpg,602,213,2017-08-22 22:16:21,top,31,997,train0115,2017-08-22,whale094,whale094-000,images/train0115.jpg,data/raw/dataset_v2/images/2262ccea.jpg,data/final/public/images/train0115.jpg
0188,0509ea7c.jpg,413,154,2019-08-26 09:33:22,top,39,1565,train0116,2019-08-26,whale027,whale027-000,images/train0116.jpg,data/raw/dataset_v2/images/0509ea7c.jpg,data/final/public/images/train0116.jpg
2822,4a6f7c21.jpg,240,86,2019-08-26 10:47:37,top,1105,1647,train0117,2019-08-26,whale095,whale095-000,images/train0117.jpg,data/raw/dataset_v2/images/4a6f7c21.jpg,data/final/public/images/train0117.jpg
1174,1f58a0b4.jpg,339,140,2019-08-29 13:48:29,top,1238,1779,train0118,2019-08-29,whale096,whale096-000,images/train0118.jpg,data/raw/dataset_v2/images/1f58a0b4.jpg,data/final/public/images/train0118.jpg
7701,cb09859f.jpg,539,192,2018-08-10 23:57:34,top,715,1264,train0119,2018-08-10,whale097,whale097-000,images/train0119.jpg,data/raw/dataset_v2/images/cb09859f.jpg,data/final/public/images/train0119.jpg
9098,eff2c141.jpg,474,193,2019-07-30 20:06:34,top,366,1954,train0120,2019-07-30,whale098,whale098-000,images/train0120.jpg,data/raw/dataset_v2/images/eff2c141.jpg,data/final/public/images/train0120.jpg
7070,bb0568ef.jpg,307,100,2019-08-28 12:17:03,top,508,1735,train0121,2019-08-28,whale009,whale009-001,images/train0121.jpg,data/raw/dataset_v2/images/bb0568ef.jpg,data/final/public/images/train0121.jpg
3693,62906a2a.jpg,219,1488,2017-08-05 21:23:40,right,78,385,train0122,2017-08-05,whale099,whale099-000,images/train0122.jpg,data/raw/dataset_v2/images/62906a2a.jpg,data/final/public/images/train0122.jpg
4123,6d6f659c.jpg,433,150,2018-08-10 22:42:39,top,784,1243,train0123,2018-08-10,whale100,whale100-000,images/train0123.jpg,data/raw/dataset_v2/images/6d6f659c.jpg,data/final/public/images/train0123.jpg
7748,cc48cdc8.jpg,574,215,2017-08-07 20:40:25,top,383,650,train0124,2017-08-07,whale003,whale003-000,images/train0124.jpg,data/raw/dataset_v2/images/cc48cdc8.jpg,data/final/public/images/train0124.jpg
0144,03c0db76.jpg,696,180,2018-08-30 00:23:52,top,867,1464,train0125,2018-08-30,whale066,whale066-001,images/train0125.jpg,data/raw/dataset_v2/images/03c0db76.jpg,data/final/public/images/train0125.jpg
